                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.451,                 2.8506,                 1.7447,                0.00383,                      1,                0.69067,                0.31743,                 1.4564,                 2.9237,                 1.8437,                0.00014,                0.00014,                0.00014
                      2,                 1.1291,                  1.996,                 1.4643,                0.00383,                      1,                0.75591,                0.34578,                 1.4264,                 2.7814,                 1.9041,              0.0002703,              0.0002703,              0.0002703
                      3,                 1.0903,                 1.6839,                 1.3514,                0.00383,                      1,                0.52413,                 0.2697,                 1.4845,                 2.7909,                 1.8797,             0.00036892,             0.00036892,             0.00036892
                      4,                 1.0289,                 1.5605,                 1.3266,                0.63472,                 0.6087,                 0.6751,                0.34556,                 1.3591,                 2.6484,                 1.6231,             0.00043586,             0.00043586,             0.00043586
                      5,                 1.0213,                 1.4509,                 1.2767,                0.85271,                0.52174,                0.70715,                0.36737,                 1.4535,                  2.415,                 1.7316,             0.00047112,             0.00047112,             0.00047112
                      6,                 0.9859,                 1.3267,                 1.2341,                0.66284,                0.47826,                0.68642,                0.33685,                 1.5042,                 2.5044,                 1.7953,              0.0004747,              0.0004747,              0.0004747
                      7,                 1.0111,                 1.3549,                  1.231,                0.87833,                0.52174,                0.84175,                0.46228,                 1.4107,                 2.4205,                  1.667,              0.0004466,              0.0004466,              0.0004466
                      8,                0.96808,                 1.2911,                 1.2275,                0.88295,                0.65614,                0.78295,                0.43031,                 1.4772,                 2.1321,                 1.7787,             0.00038682,             0.00038682,             0.00038682
                      9,                0.95969,                 1.1683,                 1.2019,                0.84632,                0.71886,                0.80837,                0.40635,                 1.5962,                 1.8918,                 1.8534,             0.00029536,             0.00029536,             0.00029536
                     10,                0.83446,                 1.1253,                 1.1311,                0.85657,                0.78261,                0.79002,                0.41668,                 1.5862,                 1.8405,                 1.8434,             0.00017222,             0.00017222,             0.00017222
