                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.573,                  2.213,                 1.5572,                 0.7956,                0.61672,                 0.7634,                0.47409,                 1.4349,                  2.104,                 1.4597,             0.00047015,             0.00047015,             0.00047015
                      2,                 1.4851,                 1.5332,                 1.4358,                0.64412,                0.67126,                0.77746,                 0.4557,                 1.5223,                 1.8972,                  1.612,             0.00085278,             0.00085278,             0.00085278
                      3,                 1.4316,                 1.4052,                 1.3976,                0.79161,                0.68003,                0.78529,                0.44583,                 1.5452,                  1.467,                 1.5852,              0.0011411,              0.0011411,              0.0011411
                      4,                 1.4201,                  1.313,                 1.3807,                0.82982,                0.74167,                0.83139,                0.51453,                 1.4928,                 1.4535,                 1.5384,              0.0010046,              0.0010046,              0.0010046
                      5,                 1.3762,                 1.1674,                  1.353,                 0.7668,                0.78972,                0.86615,                0.52929,                 1.5073,                 1.3008,                 1.5023,              0.0010046,              0.0010046,              0.0010046
                      6,                 1.3362,                 1.0702,                  1.306,                 0.8591,                0.80117,                0.90485,                 0.5693,                 1.4192,                 1.0439,                 1.4336,             0.00086312,             0.00086312,             0.00086312
                      7,                 1.2837,                0.98676,                 1.2842,                 0.8394,                 0.8574,                0.89629,                0.58215,                 1.3534,                0.98803,                  1.414,             0.00072164,             0.00072164,             0.00072164
                      8,                 1.2456,                0.92576,                 1.2652,                0.88942,                0.89874,                0.94551,                0.62739,                 1.3134,                0.84406,                  1.364,             0.00058017,             0.00058017,             0.00058017
                      9,                 1.2165,                0.84929,                 1.2344,                0.87327,                 0.9173,                 0.9514,                0.62396,                  1.344,                0.78052,                 1.3535,              0.0004387,              0.0004387,              0.0004387
                     10,                 1.1553,                0.78483,                 1.1934,                0.92236,                 0.9167,                0.95658,                0.62885,                 1.3396,                0.71818,                 1.3706,             0.00029723,             0.00029723,             0.00029723
