                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6744,                 2.5106,                 1.5741,                0.85831,                0.45051,                0.59167,                0.31404,                 1.5442,                 2.1854,                 1.5257,             0.00041199,             0.00041199,             0.00041199
                      2,                 1.5737,                 1.7451,                 1.4791,                0.70033,                0.50494,                0.58569,                0.29977,                 1.7276,                 1.8108,                 1.6851,             0.00074662,             0.00074662,             0.00074662
                      3,                  1.589,                 1.6177,                 1.4614,                0.64938,                0.64001,                  0.643,                0.33336,                 1.5578,                 1.5479,                 1.5825,             0.00099875,             0.00099875,             0.00099875
                      4,                 1.5536,                  1.475,                 1.4576,                0.66288,                0.64697,                 0.6888,                0.38224,                 1.5462,                 1.5576,                 1.5896,             0.00087875,             0.00087875,             0.00087875
                      5,                  1.516,                 1.3854,                  1.413,                0.64318,                0.70437,                0.72243,                0.42269,                 1.4344,                  1.289,                 1.4672,             0.00087875,             0.00087875,             0.00087875
                      6,                 1.4707,                 1.2744,                 1.3687,                0.69852,                 0.7767,                0.78134,                0.45178,                   1.39,                 1.1883,                 1.4542,               0.000755,               0.000755,               0.000755
                      7,                 1.4181,                 1.1641,                 1.3526,                0.73355,                0.72822,                0.79857,                0.45749,                 1.4426,                 1.1604,                 1.4655,             0.00063125,             0.00063125,             0.00063125
                      8,                 1.3754,                 1.0782,                 1.3154,                0.76547,                0.78774,                 0.8253,                0.48749,                 1.3778,                0.98467,                 1.3976,              0.0005075,              0.0005075,              0.0005075
                      9,                 1.3515,                 1.0092,                 1.2925,                0.80005,                0.74458,                0.82949,                0.50735,                 1.2961,                0.91282,                 1.3242,             0.00038375,             0.00038375,             0.00038375
                     10,                 1.3094,                 0.9443,                 1.2689,                0.75261,                0.82118,                0.85119,                0.51652,                 1.3134,                0.86472,                 1.3523,                0.00026,                0.00026,                0.00026
