                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5807,                 2.4629,                 1.9445,                0.00492,                      1,                0.58786,                0.29068,                 1.6195,                 2.8556,                 1.9455,                0.00026,                0.00026,                0.00026
                      2,                 1.3561,                 1.8496,                 1.6658,                0.00476,                0.96774,                0.56381,                0.30096,                 1.4115,                 2.6785,                 1.7099,             0.00048654,             0.00048654,             0.00048654
                      3,                 1.3011,                 1.4858,                 1.5215,                0.76773,                0.45161,                0.59857,                0.26049,                 1.7016,                 2.5471,                 1.9245,             0.00065764,             0.00065764,             0.00065764
                      4,                 1.3256,                 1.3459,                 1.4959,                0.68803,                0.56943,                 0.6733,                0.33908,                 1.7866,                 2.3252,                 1.9317,              0.0007733,              0.0007733,              0.0007733
                      5,                 1.3521,                 1.3355,                 1.5385,                0.67062,                0.58065,                  0.608,                0.29548,                 1.7787,                 2.0717,                 2.0772,             0.00083352,             0.00083352,             0.00083352
                      6,                 1.2854,                  1.184,                 1.4917,                 0.6496,                 0.6129,                0.58949,                0.23593,                 2.0505,                 2.0618,                  2.643,              0.0008383,              0.0008383,              0.0008383
                      7,                 1.1728,                 1.1321,                 1.4231,                0.77151,                0.70968,                0.73834,                0.35372,                 1.7069,                 1.7046,                 1.8688,             0.00078764,             0.00078764,             0.00078764
                      8,                 1.1777,                 1.1297,                 1.3889,                0.68532,                0.77419,                0.76361,                0.39365,                 1.5765,                 1.6103,                 1.7002,               0.000614,               0.000614,               0.000614
                      9,                 1.1381,                  1.024,                 1.3386,                 0.8269,                0.77059,                0.81467,                0.38317,                 1.7075,                  1.593,                 1.9206,               0.000614,               0.000614,               0.000614
                     10,                 1.0544,                0.98486,                 1.2907,                 0.7785,                0.79386,                0.84215,                0.41334,                 1.6756,                 1.4602,                 1.8488,               0.000416,               0.000416,               0.000416
